G,age,job,X1,X2,D
M,30.066104895196514,E,1.683387976160685,0.15449234967512032,Y
M,35.14186986396578,F,0.6089085494159177,-0.9260298057574096,N
M,31.24780876752274,F,1.3551539202155027,-1.3525762171659124,Y
M,28.788038507009098,E,0.7047221630596616,0.7894437792726402,Y
F,47.50593482720037,F,1.2790845864481482,0.18076639992773919,Y
M,30.09875819517927,E,1.2455932740875428,-0.634596904425812,Y
F,47.24609851753712,F,-0.5481665818644594,1.0378496940624748,N
M,24.423617323393554,E,1.1211067026149784,-1.1073593797634373,Y
M,25.59052349967575,F,1.4152750562428023,0.5320475664168866,N
F,42.542990499953575,F,-0.2753806825525874,0.10349405345498965,Y
M,22.862414421336084,F,0.47568353537007835,0.7239211504277341,N
M,26.206972062090063,F,1.2971396100862158,-1.7146366658281504,Y
M,33.304736376176564,F,1.8411878866719433,-0.9290455178090098,Y
M,31.033512852069656,E,1.5774966534259356,0.5460405403262818,N
F,42.821079516846744,F,0.0596480398952341,0.6197391782631788,Y
F,38.586828023852306,F,0.9580199537631406,-0.6808706718228104,Y
F,43.67042911395545,F,-1.3611825685667407,0.502713504613289,Y
M,31.432934305636785,E,2.2059968131668963,-1.105757649556505,Y
M,30.391971845372584,E,1.0044710407869535,-0.23009897863948112,Y
M,26.66388447406648,E,2.30822062103534,-1.2203605404590425,N
M,28.674908645589806,E,2.0417198987516856,-1.949198846159115,Y
M,33.46387150811031,F,0.9851260516282012,1.203476215157111,Y
F,45.63837356604054,F,-2.052832151234209,-0.4060276855951179,N
M,32.52600085076341,E,0.9325373065687476,0.497875137226483,Y
F,44.07363500326893,E,1.0599880734360054,0.1822032290692637,Y
M,29.469830243893536,E,1.550268440156762,-0.65057090540187,Y
F,46.887988287288074,F,-0.4838570477031907,-0.35419106731047856,Y
M,25.960606186888786,E,1.3401977355228742,0.2075365234294661,Y
M,33.86946641657678,F,-0.3373129888945041,-0.00942876510485001,N
F,48.11181824578875,F,0.32633819597345437,0.2557637331507663,N
F,45.38761319287229,F,-0.22724735352282005,2.172773891125572,N
M,33.78470118232609,E,-0.41736939360232195,-0.8296252366349123,N
F,43.91980182406802,F,1.1873849523627618,-0.3163543763011524,Y
M,27.97449327923571,E,2.126829659225049,-1.2971352579756437,Y
F,47.41554325509131,E,-2.1323070724402524,-2.05290436191204,N
M,34.88143928483686,F,1.2642390909775667,0.3074778885500092,Y
M,26.835711470814122,E,1.8083626246285975,-0.2195957917002648,N
M,30.360025122865764,F,2.557431190544116,1.0099247366866095,Y
M,26.603175010992807,E,1.3592466856626177,-0.011784370276385044,Y
M,25.126299687357882,E,1.5494919136885812,-0.12688917537938338,Y
F,42.549132666350495,F,-1.9484569236509681,-0.9868423555482558,N
F,41.89335199114123,F,1.8847244188407666,0.34605844595324414,Y
M,33.22853196830879,E,0.2815844549132245,-2.3466483574264148,Y
F,47.3898034958748,F,-0.32483888407293476,1.3982959212092285,N
M,33.32801451032055,E,0.8825770533564585,-1.0281090239904356,N
M,30.801829943481092,E,1.3461232491359358,0.6707727163595117,N
F,44.01559175332461,E,0.17777991322786796,1.4497639250146297,Y
F,50.67091135569366,F,1.0510670252736045,-1.645452345293873,N
F,41.16122812924744,F,-2.479763965160205,0.36508922355176976,Y
F,51.62399081007137,F,-1.150458917804603,0.30266350198404113,N
M,29.971390788967,E,0.3905762829938747,-0.4742977519980891,Y
F,47.038898557169425,E,0.9332055247921821,-0.42330181553685425,Y
M,27.598426194339364,E,0.7050070228410688,-0.6639545487088486,Y
F,44.57152596618045,E,0.16961351516899348,2.256732180488914,N
F,45.20892896703486,F,0.43400795859888774,1.935876337099018,N
F,41.628915477616,E,-0.038798820941137895,-0.4846771746669779,N
M,32.589110324643116,E,0.768843765765578,0.6917907646519916,N
F,43.86543081877329,F,0.11800568406687136,-0.06289719413113594,Y
F,46.41413453149609,E,-1.0725272871843199,-1.6291610412249165,Y
F,47.65984974351764,E,-2.8303814757652925,1.3567776636624918,N
F,46.800361306671185,E,0.2598698849584759,-1.1375605187441766,Y
F,40.314560116691,F,-1.9996214895537137,-1.7353008207476592,Y
M,27.568467411010047,F,1.5345216773578163,0.14144806141491056,N
F,42.53708616391483,E,-0.9798888489966661,2.278623687601243,N
F,42.08679952634287,E,1.311798243605293,-0.5899149958306316,Y
F,47.395770236467655,F,0.0267896841546999,0.17830481672506415,N
M,26.082156984766456,F,1.5004484056121445,0.7491911607611793,N
F,46.91364645919037,F,-1.3086126177289974,1.6066801478977668,Y
M,26.282305312006955,E,1.2859682270816468,1.281068801769941,Y
F,40.952489588242734,F,-2.3094741404679278,1.7628934578568525,Y
M,24.266248489138427,F,2.1913675119942693,-0.9193839709176685,Y
F,44.827663408697646,E,0.13384399457830906,-0.10782554567422631,Y
M,24.956930039654395,E,0.5581849003135266,-1.4992744231324004,N
M,30.611938650628375,E,2.1972988351010665,0.1968777242514767,Y
M,28.817031294704652,F,1.0264265323174369,-1.190343707813313,N
F,41.24136519930837,E,1.5558153103405399,1.4254845013270943,Y
F,44.749425350367645,F,-0.1714841390199031,1.0927671206349165,N
F,48.51823999464916,F,-2.3042350090757324,-3.027200320488376,N
F,46.199703504624665,F,-0.4278883369075976,1.9271652181262788,N
F,46.847147293065575,F,-0.9955631104981407,0.582695848154495,Y
F,45.18080224257623,F,-0.5958486970237934,0.9965778727640512,Y
F,44.6404923212486,F,-0.04478266452317911,-0.40754329384277604,N
F,43.212391710002876,E,-0.1579531469952338,0.46118457920615114,N
M,32.4601961960079,F,2.0779079305445975,1.040746075117222,Y
M,31.36841392458904,E,2.3596218784647878,-0.8860122499379738,Y
F,41.5775694776882,E,0.040298736997408,0.865759942708013,Y
M,33.245547491994046,E,0.5862426002241641,-0.15958079639406805,Y
F,43.46132142358954,F,1.501785458083543,0.4464957525507972,Y
M,30.15417700807832,E,2.541708432916245,-0.49666094358614665,Y
M,29.25882767863522,F,-1.180556987055918,2.91572371548364,N
F,44.25489152927997,E,-1.4648975244417715,-0.6837470103053694,N
M,30.08184863877688,E,0.7796040125302316,-0.20112820447373259,Y
F,40.09855809120663,E,1.9565404907771289,0.0069960882432558115,Y
M,30.898035480458795,E,0.7680233762040649,-1.079271223589658,N
F,45.04596285005329,E,0.4791809845625932,-2.046103449140564,N
F,44.54338919937451,E,-0.5352160652583163,-0.27632156129112534,Y
M,33.634680703893665,F,1.8299507709947544,-0.10978140412908376,Y
F,43.01961193148712,F,0.4787496149147365,-0.23769692015310043,Y
M,24.562043431312336,E,1.2887340496749484,0.8770941263528016,Y
F,39.581419989415195,E,0.34318564814604946,-0.9377326624961488,Y
M,31.358270104419027,F,0.5329047818504,0.6465483801243829,Y
F,40.67944975454077,F,2.7108654431690087,1.5600159254240866,Y
M,28.45177615396165,F,1.0811739102955764,0.4526254231502898,Y
M,30.788371776649,F,0.6843655435717457,-0.815098041669976,N
F,34.53204781987502,E,-0.5844126564747072,0.027937165189590676,Y
M,31.32949482419007,E,0.17495292842366295,-0.6981882760568889,Y
M,26.549773055887268,F,1.3840758482896114,-0.8752954362854074,Y
M,26.91401565874181,E,-0.40093439896252114,-3.2129751908655106,Y
F,44.54565280053859,E,2.947567411416691,-0.6134070116952892,Y
M,23.04643377952208,E,2.88188499135249,-1.5156295732334633,Y
F,45.94921206756432,F,-1.221003122871012,0.4352482285716157,N
M,24.490300067728768,E,0.21275630932681555,0.15510498816872945,Y
M,28.212567387041915,F,1.7959049767624533,-1.2635306242841342,Y
F,49.49145497935348,F,0.5629199651775176,1.9354977134046532,Y
M,31.092458629060534,E,2.414857013754517,-0.6287520398882341,Y
F,42.31764376379413,E,1.5682934698347357,0.5079177910796453,N
M,26.83422475329336,E,1.2438370263597143,-2.100194071183346,N
M,32.710558631308906,F,1.8997340911985128,0.3900247873974199,Y
M,28.421230900886076,F,2.1637736491863158,0.5513726065297054,N
M,32.38853480927314,F,0.5129442122898062,-0.5999241714056511,Y
M,27.247591350276778,E,1.151828268987687,-0.7899344946029535,N
M,32.35720043398731,E,1.5514251908688896,-0.718110867083002,Y
M,34.66218651750448,F,0.7718824711343117,0.1940894520622571,Y
M,28.74029755935726,E,1.7149696803562673,0.6138250904482356,N
F,47.84373539153623,F,-0.555514170980345,-0.4738227567545481,N
M,27.24120674395501,E,1.0389296968250215,0.8976388751029963,N
F,43.546947124947,F,-0.4487962928613533,-0.8623569799337892,N
F,44.08565990512006,E,-0.0010088464928445866,0.7657828700789132,Y
M,35.20638531705445,E,0.8260302535154072,-0.06110736668600156,Y
F,43.165705655068024,E,0.3926325712468231,1.1355913965114532,N
M,30.377063341611095,F,0.6706058129482212,1.4761709773762635,N
F,46.028308740121034,F,-0.055000881366405345,-1.0551246873231142,Y
F,49.97081236814543,F,0.9606356759892729,-0.7247057922929814,N
F,45.76959890687999,E,-1.3934432661919434,-1.9813484134019574,N
M,35.135144515835634,F,1.2008195635444685,-3.064088830167115,N
M,32.89948321292928,E,1.3243140375656277,0.1663405266662694,Y
M,24.583796029352172,E,2.1590529441514152,0.012456913420687549,Y
M,31.363040205043276,F,1.1961327973757512,-0.26284517711520283,Y
M,29.1252270224206,F,0.6472621084005027,0.8943401179223007,Y
F,50.04232643862078,F,-1.2484348429966052,-0.24699363792666276,N
M,32.23272606062324,F,1.434534405052652,-1.9407815197353278,Y
F,44.188527896129145,F,-0.23437356566669637,-2.2188707057711694,N
F,48.19725328662918,F,-0.6073554175440128,0.43814743578669874,N
M,34.45710046373075,E,1.073349842317466,0.13324596337374384,N
M,32.87134912195413,E,0.6517649461233097,-1.7151442343935086,N
M,36.87831401697546,F,0.4201282669469506,-1.0381941282987608,Y
F,50.077025907247425,E,-0.8451112563988855,1.993931682103482,N
M,33.04105656165039,E,1.2507379274076351,0.8085494891238358,Y
M,37.213455583794044,E,0.3501731541266373,-1.1738446348716258,N
M,31.30326128607494,E,1.940157131329845,1.0872622086868193,N
F,44.95149156187329,E,1.443545549282423,-0.18535033452948876,Y
M,29.025779556159478,E,0.6802082004999496,-1.1145530357641376,Y
F,49.543212913001575,E,-0.6177167790473861,0.41683674896559647,Y
M,28.722910518347238,F,1.3280757395303802,1.0869875374464597,Y
F,47.27747211037913,F,-0.12168130388454441,-1.6734377188565843,N
M,27.682862972799366,F,0.8575689070908421,-1.0069420245623188,N
M,36.62473058280484,F,0.7250766517688301,1.4226447167376957,Y
M,30.12433241061004,E,0.47528353581788996,1.3044387233456989,Y
F,52.0097909326754,F,-1.0614147759404744,-1.2753057315657172,Y
F,48.94772390523556,F,0.10719035051497393,0.2289368369504905,N
M,31.48986554903949,F,0.8645182387359238,-0.383641633956914,Y
F,43.731668364391595,E,-0.8809502862972798,0.0978016015497389,Y
M,32.45187542198601,F,1.8004981183434405,0.28197123742745445,Y
M,28.36442254628317,E,2.33260226668067,-0.17643242152042982,Y
M,30.961523373553618,E,0.5312709079121403,0.8378456791343624,N
M,29.209312243148567,E,-0.06574441289887889,0.223602747102739,N
F,41.62601038453633,F,-0.13096291405313687,-0.2701498606861375,Y
F,44.71812453914223,F,0.3128623445536297,0.6950197909407109,Y
M,30.017690397581877,F,0.3856354080215687,-0.0077380328216949835,Y
F,41.909433756326884,F,-0.6582814108272332,-1.197026013514483,N
M,33.485840294980655,E,0.806252003242441,-0.3734492568104496,Y
F,46.56169030997058,F,-0.7021917058409937,2.0470554597972366,N
F,43.24705511757726,F,-0.05908583641665279,-0.4651390579317406,N
F,45.28660740094325,E,0.5003612999895087,0.954859903371968,N
M,30.159773765856425,E,1.3136259691542267,-0.22303037967244943,Y
F,46.6657777403893,F,-0.2532876698349563,-0.8019584099854581,N
F,43.26830110651404,F,-0.8129278283296894,0.3957392307155314,N
M,25.873372813025455,E,1.0288876619307088,-1.2221180001025627,N
M,32.7127149864356,F,1.644709114788897,0.4072573440418722,Y
F,38.580912453270734,F,0.13630459935166586,0.38808145059873644,N
F,44.470473245954466,F,0.2125895823318805,-0.6441312230350705,N
M,26.625513278498268,F,1.2029767283866541,0.6174584341947673,N
M,25.53437526275102,F,1.3057410239254639,1.084615684395267,N
F,41.92973521501912,F,0.827241367041109,0.607699075314634,Y
M,29.00357704389762,F,0.406942468417282,1.3721759696105407,Y
M,36.0856328438829,E,0.6086181732958051,-0.07495013694284876,Y
M,31.56190119859477,E,-0.024119303666231273,1.0494584175650736,Y
M,29.85288150371345,F,1.394974635545191,0.15914092812147665,N
M,31.327480856675272,E,-0.2715027329987141,1.2146484241830675,N
F,43.55961825879673,E,0.23710015270554863,1.234485675532378,Y
F,42.189068038297606,F,2.480156194983657,0.1549460128334602,Y
F,43.47285168474025,F,-0.30213454538693507,0.9441838756482932,N
F,38.733819063409584,F,-1.9256451426854795,0.8796211533526298,Y
M,29.66462927583143,E,0.055954432552473676,-0.5252055937898003,Y
M,25.329183875603256,F,0.8114361236608538,1.134331636784191,Y
F,47.09066465763336,F,1.0199847724182487,-1.0764510538821257,Y
F,42.46993113456056,E,0.4717119044839486,0.23240697708123795,Y
F,44.99730815144817,F,-1.3698065675170565,-0.17776759239383697,Y
F,45.28597239492161,F,0.4468599714244454,-1.1545977245608008,Y
F,37.66563401742148,E,-0.0044480968701104346,0.7995833954963912,Y
F,49.0282618827542,E,0.1817408232387612,1.0012146752531963,Y
M,32.83351145160104,E,0.6798734742500364,0.0061407531644950076,Y
F,46.05561837498754,E,-0.13340513654044248,-0.35638560505295563,Y
F,42.299053236301475,E,0.3836607604236002,-0.25773953530316834,Y
F,46.00555985319043,F,-0.49439719629492873,0.7515842058310713,N
F,44.0676123413466,F,-1.4046680419399276,1.1220419597222566,Y
M,37.672497887035306,E,1.672103244854632,1.0445508026851065,Y
F,43.093907026605756,F,0.06151835430040392,-0.916811288774857,N
M,29.640287951645735,E,0.5888067914918681,0.6538673662892975,Y
M,31.23768516196472,E,1.959048248695363,1.419574930324483,N
M,25.27006879241859,E,0.523872351658924,1.0493331919589917,Y
F,46.46476896440036,E,-0.18150009459328972,-1.3196792481086623,Y
M,25.237079218667027,E,1.8026968264108554,-1.730100406836574,Y
F,44.8715254123049,E,-1.8547165974167372,-0.7242970700433843,N
F,49.32374372305582,E,0.042725855422269594,0.6112730616505746,N
M,32.8741225744637,F,1.9141136779638144,-1.0061121604694798,N
F,45.08860753477626,F,-0.7696661430028969,0.7732378356102414,Y
F,43.81121748571471,E,-0.8274409788238549,0.576373208139554,N
M,28.3346522827379,E,0.8209327249617432,0.15790788928236746,N
M,24.69262607738834,F,0.9782091792771359,-1.6517345760957687,Y
M,32.49370332959131,E,0.4682205136280455,0.7781819793761675,Y
M,31.228486352170286,E,1.941000726762708,-1.1136116235044426,Y
