G,R,X,Y,GR,UID
M,B,0.7544416744955824,0.5423538775324301,MB,1
M,W,-1.6640660571116956,-1.2292438792443874,MW,2
F,W,-0.8245723175839804,-0.7724472324840584,FW,3
M,W,0.08981769559269753,0.09885483991912224,MW,4
M,W,0.5833611224450623,0.49940107126669236,MW,5
M,B,1.0112934473184647,0.787764200908146,MB,6
M,W,-1.1444393834821052,-0.7902031784407741,MW,7
M,B,-1.2587429670825034,-1.0855966698269481,MB,8
M,B,-0.942635520871578,-0.9652452323864898,MB,9
F,W,-0.6605600923581347,-0.6739504888533863,FW,10
M,B,0.24944128572269855,0.08007506304580128,MB,11
M,B,-0.08475920283942039,-0.28005388146197224,MB,12
M,W,-1.148606544675965,-0.9938168525152775,MW,13
M,B,0.637323670365334,0.18270566955349277,MB,14
F,W,-0.6445428739633771,-0.4499690126882988,FW,15
M,W,0.43838487406399346,0.3783872984421256,MW,16
M,B,-0.8953483947832932,-0.7249055974149586,MB,17
M,W,-0.09819580071489063,-0.14776852269528667,MW,18
F,W,-1.6035149179638015,-1.3366840247742855,FW,19
M,B,0.12039419039541346,0.1361438709243585,MB,20
M,W,0.3977190548115696,0.28102537670068506,MW,21
M,W,0.8355600185048052,0.82990598196217,MW,22
M,B,-0.7912455360695934,-0.5987916986978952,MB,23
F,B,0.29318662349197244,-0.03748684787719089,FB,24
M,W,-0.1804858377738721,-0.12240942130057952,MW,25
M,W,-0.23926899914073818,-0.06365422539471954,MW,26
F,B,-1.1087065389033988,-0.9994672428652178,FB,27
M,W,-0.3857927510564993,-0.2775661412546538,MW,28
M,W,1.2077550391922194,1.1108437467070542,MW,29
M,W,0.27430558484248735,0.1947517551480216,MW,30
F,W,-1.1009936086996888,-0.9974651537295688,FW,31
F,W,-1.671669559382054,-1.5963983104535375,FW,32
F,W,-2.737852225949997,-2.2902619010286176,FW,33
M,B,0.4280549582472764,0.35125918823032576,MB,34
M,W,0.4038342259753921,0.3804908110123825,MW,35
M,B,0.5903169755103771,0.37178709247458597,MB,36
F,W,-0.2962163856037283,-0.20918267402786464,FW,37
F,W,-0.9658225560126739,-1.0522899184847077,FW,38
M,B,-1.3689041847351457,-1.1205738609280074,MB,39
M,B,-0.8849360255546561,-0.9306957442656616,MB,40
M,W,0.5069410875945833,0.46161704814033166,MW,41
M,B,-1.0240793395734737,-1.0164114159312636,MB,42
F,W,0.9298759968667234,0.5980556508969951,FW,43
F,B,-1.1989154444558614,-0.933857428877675,FB,44
F,B,-0.7051314785831395,-0.5790502186874129,FB,45
M,W,-0.4344865556672816,-0.38736925279877105,MW,46
M,W,-0.16519128587335846,-0.2634186095254683,MW,47
M,W,-0.49552314582526436,-0.20112544750707487,MW,48
M,B,-0.23070593742692402,-0.1826206996426388,MB,49
M,W,-1.4855185923128362,-1.0317034377327556,MW,50
M,W,0.05086838261218464,-0.17430759358546483,MW,51
F,W,-0.5314121801510878,-0.5441633380660478,FW,52
M,W,-0.3303825851786286,-0.46721502068650733,MW,53
F,W,-0.5741924811270747,-0.5788902708922234,FW,54
M,W,0.44856219998728053,0.3319212551519814,MW,55
M,W,0.5327754041018526,0.5185420843849007,MW,56
F,B,-1.542300989471872,-1.5762444803015652,FB,57
M,B,-0.36110140999657564,-0.5156366465984773,MB,58
